Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp,
STR_RPL_cfgvehicles_m4_t3nrdsoptic1,"A standardized rail-mounted, non-magnifying optics with a battery-powered illuminated reticle.","A standardized rail-mounted, non-magnifying optics with a battery-powered illuminated reticle.",Standardní optika bez zvětšení s montáží na lištu s osvětleným záměrným křížem napájeným baterií.,"Standardisiertes, schienengeführtes Zielvisier ohne Vergrößerung und mit batteriebetriebenem Leuchtabsehen.",Стандартный реечный прицел без увеличения с устройством освещения сетки на батарейке.,Doczepiany do szyny uniwersalny celownik z podświetlaną siatką bez powiększenia.,"A standardized rail-mounted, non-magnifying optics with a battery-powered illuminated reticle.","Ottiche montate su scanalatura, standardizzate, prive di zoom e con reticolo illuminato alimentato a batteria.",Una mira de acople básico y sin lente de aumento que incluye una retícula iluminada que requiere batería.,"Un viseur sans grossissement monté sur rail, avec réticule éclairé à pile.",無放大功能的標準導軌式光學瞄具，具電池式發光標線。,電池式で光る十字線を持つ、標準化されたレール取り付け型で拡大機能のない照準器。,"A standardized rail-mounted, non-magnifying optics with a battery-powered illuminated reticle.",标准化轨道式非放大光学瞄具，带电池供电的照明分划板。,
STR_RPL_cfgvehicles_fnp45_mrdsoptic1,A mounted non-magnifying optics with a battery-powered illuminated reticle. Intended for use with compatible pistols.,A mounted non-magnifying optics with a battery-powered illuminated reticle. Intended for use with compatible pistols.,Optika bez zvětšení s montáží s osvětleným záměrným křížem napájeným baterií. Určená k použití s kompatibilními pistolemi.,Ein montiertes Zielvisier ohne Vergrößerung und mit batteriebetriebenem Leuchtabsehen. Kompatibel mit diversen Pistolen.,Крепящийся прицел без увеличения с устройством освещения сетки на батарейке. Предназначен для использования с совместимыми пистолетами.,Doczepiany do szyny uniwersalny celownik z podświetlaną bateriami siatką bez powiększenia. Pasuje do kompatybilnych pistoletów.,A mounted non-magnifying optics with a battery-powered illuminated reticle. Intended for use with compatible pistols.,"Ottiche prive di zoom e con reticolo illuminato alimentato a batteria, concepite per l’utilizzo con le pistole compatibili.",Una mira montada y sin lente de aumento que incluye una retícula iluminada que requiere batería. Se usa con las pistolas compatibles.,"Un viseur sans grossissement monté sur rail, avec réticule éclairé à pile. Pour les pistolets compatibles.",無放大功能的安裝式光學瞄具，具電池式發光標線。可搭配某些手槍使用。,電池式で光る十字線を持つ、取り付け型で拡大機能のない照準器。互換性のあるピストルであれば使用できる。,A mounted non-magnifying optics with a battery-powered illuminated reticle. Intended for use with compatible pistols.,安装式非放大光学瞄具，带电池供电的照明分划板。专用于兼容手枪。,
STR_RPL_cfgvehicles_fnp45_mrdsoptic0,Mini Sights,Mini Sights,Mini optika,Mini-Visier,Мини-прицел,Mały kolimator,Mini Sights,Ottiche mini,Minimiras,Viseur Mini,小型瞄具,ミニ照準器,Mini Sights,迷你瞄具,
STR_RPL_cfgmagazines_mag_cmag_20rnd0,20rd CMAG Magazine,20rd CMAG Magazine,20rd CMAG Magazine,20rd CMAG Magazine,20rd CMAG Magazine,20rd CMAG Magazine,20rd CMAG Magazine,20rd CMAG Magazine,20rd CMAG Magazine,20rd CMAG Magazine,20rd CMAG Magazine,20rd CMAG Magazine,20rd CMAG Magazine,20rd CMAG Magazine,
STR_RPL_cfgvehicles_reflexoptic0,Reflex Sights,Reflex Sights,Optika Reflex,Reflex-Visier,Прицел Reflex,Kolimator Reflex,Reflex Sights,Ottiche Reflex,Mira Reflex,Viseur Reflex,巴拉卡瞄具,バラカ照準器,Reflex Sights,Reflex 瞄具,
STR_RPL_cfgvehicles_reflexoptic1,"Standardized rail-mounted, non-magnifying optics with battery-powered illuminated reticle.","Standardized rail-mounted, non-magnifying optics with battery-powered illuminated reticle.",Standardní optika bez zvětšení s montáží na lištu s osvětleným záměrným křížem napájeným baterií.,"Standardisiertes, schienengeführtes Zielvisier ohne Vergrößerung und mit batteriebetriebenem Leuchtabsehen.",Стандартный реечный прицел без увеличения с устройством освещения сетки на батарейке.,Doczepiany do szyny uniwersalny celownik z podświetlaną siatką bez powiększenia.,"Standardized rail-mounted, non-magnifying optics with battery-powered illuminated reticle.","Ottiche montate su scanalatura, standardizzate, prive di zoom e con reticolo illuminato alimentato a batteria.",Mira de acople básico y sin lente de aumento que incluye una retícula iluminada que requiere batería.,"Un viseur sans grossissement standardisé monté sur rail, avec réticule éclairé à pile.",無放大功能的標準導軌式光學瞄具，具電池式發光標線。,電池式で光る十字線を持つ、標準化されたレール取り付け型で拡大機能のない照準器。,"Standardized rail-mounted, non-magnifying optics with battery-powered illuminated reticle.",标准化轨道式非放大光学瞄具，配备电池供电的照明分划板。,
STR_RPL_cfgvehicles_acogoptic0,ACOG Scope,ACOG Scope,Optika ACOG,ACOG-Zielvisier,Прицел ACOG,Luneta ACOG,ACOG Scope,Mirino ACOG,Mira ACOG,Lunette ACOG,ACOG 瞄鏡,ACOG スコープ,ACOG Scope,ACOG 瞄准镜,
STR_RPL_cfgvehicles_acogoptic1,"A standardized rail-mounted, 4x magnifying scope with tritium-illuminated reticle designed for M4A1 assault rifle.","A standardized rail-mounted, 4x magnifying scope with tritium-illuminated reticle designed for M4A1 assault rifle.","Standardní optika se zvětšením 4x namontovatelná na lištu, určená na útočnou pušku M4A1. Optika má záměrný kříž osvětlený tritiem.","Standardisiertes, schienengeführtes Zielfernrohr mit 4-facher Vergrößerung und Tritium-Leuchtabsehen. Mit M4A1-Sturmgewehr kompatibel.","Стандартный реечный 4-кратный прицел с тритиевой подсветкой сетки, разработанный для автомата M4A1.",Doczepiany do szyny uniwersalny celownik z podświetlaną trytem siatką i powiększeniem 4x. Pasuje do karabinu szturmowego M4A1.,"A standardized rail-mounted, 4x magnifying scope with tritium-illuminated reticle designed for M4A1 assault rifle.","Mirino montato su scanalatura standardizzato con ingrandimento 4x e reticolo illuminato alimentato a trizio, progettato per il fucile d’assalto M4A1.","Un asa de riel estándar, con lente de aumento 4x y una retícula iluminada con tritio. Diseñada para el fusil de asalto M4A1.",Une lunette standardisée à grossissement 4x montée sur rail avec réticule éclairé au tritium. Pour le fusil d'assaut M4A1.,4X 放大倍率的標準導軌式瞄鏡，具氚氣式發光標線，適用於 M4A1 突擊步槍。,M4A1 アサルトライフルのためにデザインされ、三重水素で光る十字線を持つ、標準化されたレール取り付け型の 4x 倍率のスコープ。,"A standardized rail-mounted, 4x magnifying scope with tritium-illuminated reticle designed for M4A1 assault rifle.",为 M4A1 突击步枪设计的标准化轨道式 4 倍放大镜，带氚照明分划板。,
STR_RPL_cfgvehicles_puscopeoptic0,PU Scope,PU Scope,Optika PU,PU-Zielfernrohr,Прицел ПУ,Luneta PU,PU Scope,Mirino PU,Mira PU,Lunette PU,PU 瞄鏡,PU スコープ,PU Scope,PU 瞄准镜,
STR_RPL_cfgvehicles_puscopeoptic1,"A side-mounted, 3.5x magnifying scope with a non-illuminated reticle for Mosin 91/30 and SKS M59/66.","A side-mounted, 3.5x magnifying scope with a non-illuminated reticle for Mosin 91/30 and SKS M59/66.","Optika s boční montáží se zvětšením 3,5x s neosvětleným záměrným křížem na Mosin 91/30 a SKS M59/66.","Ein seitlich montiertes Zielfernrohr mit 3,5-facher Vergrößerung und ohne Leuchtabsehen für das Mosin 91/30 und das SKS M59/66.","Крепящийся сбоку 3,5-кратный прицел с неосвещенной сеткой для винтовки Мосина обр. 1891/30 гг. и SKS M59/66.","Montowana z boku luneta celownicza o powiększeniu 3,5x (bez podświetlanej siatki). Pasuje do Mosina 91/30 i SKS M59/66.","A side-mounted, 3.5x magnifying scope with a non-illuminated reticle for Mosin 91/30 and SKS M59/66.",Mirino montato lateralmente con ingrandimento 3.5x e reticolo non illuminato per Mosin 91/30 e SKS M59/66.,"Montura lateral, mira de 3,5x aumentos con retícula no iluminada para Mosin 91/30 y SKS M59/66.","Une lunette de grossissement 3,5x à fixation latérale et réticule non éclairé. Pour le Mosin 91/30 et le SKS M59/66.",3.5x 放大倍率的側邊瞄鏡，具消光式標線，適用於 Mosin 91/30 與 SKS M59/66。,モシン 91/30 と SKS M59/66 のための光らない十字線を持つ、側面取り付け型で 3.5x 倍率のスコープ。,"A side-mounted, 3.5x magnifying scope with a non-illuminated reticle for Mosin 91/30 and SKS M59/66.",Mosin 91/30 和 SKS M59/66 的侧装式 3.5x 放大瞄准镜，带非照明分划板。,
STR_RPL_cfgvehicles_kashtanoptic0,1P78-1 Kashtan Scope,1P78-1 Kashtan Scope,Optika 1P78-1 Kashtan,1P78-1 Kashtan-Zielfernrohr,Прицел 1P78-1 Kashtan,Luneta 1P78-1 Kashtan,1P78-1 Kashtan Scope,Mirino 1P78-1 Kashtan,Mira 1P78-1 Kashtan,Lunette 1P78-1 Kashtan,1P78-1 Kashtan 瞄鏡,1P78-1 Kashtan スコープ,1P78-1 Kashtan Scope,1P78-1 Kashtan 瞄准镜,
STR_RPL_cfgvehicles_kashtanoptic1,Short-ranged mounted scope with 2.8x magnification factor. Compatible with AK based rifles.,Short-ranged mounted scope with 2.8x magnification factor. Compatible with AK based rifles.,"Optika s montáží se zvětšením 2,8x na krátkou vzdálenost. Kompatibilní s puškami AK.","Montiertes Zielfernrohr für kurze Distanzen mit 2,8-facher Vergrößerung. Kompatibel mit AK-Gewehren.","Прицел ближнего действия с 2,8-кратным увеличением. Совместим с винтовками AK.","Krótkodystansowa luneta celownicza z powiększeniem 2,8x. Pasuje do karabinów AK.",Short-ranged mounted scope with 2.8x magnification factor. Compatible with AK based rifles.,Mirino a corta distanza montato con fattore di ingrandimento 2.8x. Compatibile con fucili di derivazione AK.,"Mira montada de corto alcance, con un factor de 2,8 aumentos. Compatible con fusiles basados en la clase AK.","Une lunette courte distance de grossissement 2,8x pour les fusils de type AK.",安裝式的短距瞄鏡，具有 2.8x 放大倍率。適用於 AK 系列步槍。,2.8x 拡大比率の近距離用搭載型スコープ。AK ベースのライフルと互換性がある。,Short-ranged mounted scope with 2.8x magnification factor. Compatible with AK based rifles.,2.8x 放大倍率短距离安装式瞄准镜。兼容 AK 型步枪。,
STR_RPL_cfgvehicles_longrangeoptic0,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,
STR_RPL_cfgvehicles_longrangeoptic1,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,Long Range Scope,
STR_RPL_cfgvehicles_huntingoptic0,Hunting Scope,Hunting Scope,Lovecká optika,Jagdzielfernrohr,Охотничий прицел,Luneta myśliwska,Hunting Scope,Mirino da caccia,Mira de caza,Lunette de chasse,狩獵瞄鏡,狩猟用スコープ,Hunting Scope,狩猎瞄准镜,
STR_RPL_cfgvehicles_huntingoptic1,"A mounted 4x-8x-12x variable magnification hunting scope. Simple, robust and precise, compatible with most hunting rifles. ","A mounted 4x-8x-12x variable magnification hunting scope. Simple, robust and precise, compatible with most hunting rifles.","Lovecká optika s variabilním zvětšením 4x, 8x a 12x s montáží. Jednoduchá, odolná a přesná. Kompatibilní s většinou loveckých pušek. ","Ein montiertes Jadgzielfernrohr mit variabler Vergrößerung (4-fach/8-fach/12-fach). Einfach, robust und präzise. Kompatibel mit den meisten Jagdgewehren.","Крепящийся охотничий прицел с переменным 4-, 8- и 12-кратным увеличением. Простой, надежный и точный. Совместим с большинством охотничьих ружей. ","Myśliwska luneta celownicza ze zmiennym powiększeniem (4x, 8x, 12x). Prosta, solidna i precyzyjna. Pasuje do większości karabinów myśliwskich. ","A mounted 4x-8x-12x variable magnification hunting scope. Simple, robust and precise, compatible with most hunting rifles. ","Mirino da caccia montato con ingrandimento variabile 4x-8x-12x. Semplice, preciso e robusto, è compatibile con la maggior parte dei fucili da caccia. ","Una mira de caza montada, con aumentos variables de 4x-8x-12x. Es sencilla, robusta, precisa y compatible con la mayoría de las escopetas de caza. ","Une lunette de grossissement 4x/8x/12x à fixation latérale, compatible avec la plupart des fusils de chasse. Simple, résistante, précise.",具有 4x-8x-12x 可調整放大倍率、安裝式的狩獵瞄鏡。款式簡單、耐用而準確，可搭配大多數的狩獵步槍。,取り付け型 4x-8x-12x の可変倍率狩猟スコープ。シンプルで頑丈で正確で、さらに大半の狩猟用ライフルと互換性がある。,"A mounted 4x-8x-12x variable magnification hunting scope. Simple, robust and precise, compatible with most hunting rifles. ",一种安装式 4x-8x-12x 可变放大率狩猎瞄准镜。简单、耐用、精确，与大多数猎枪兼容。,
STR_RPL_cfgvehicles_pistoloptic0,Pistol Scope,Pistol Scope,Optika na pistol,Pistol Scope,Pistol Scope,Pistol Scope,Pistol Scope,Pistol Scope,Pistol Scope,Pistol Scope,Pistol Scope,Pistol Scope,Pistol Scope,Pistol Scope,
STR_RPL_cfgvehicles_pistoloptic1,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,Magnified optic for use on small firearms like pistols or crossbows.,
STR_RPL_cfgvehicles_pso1optic0,PSO-1 Scope,PSO-1 Scope,Optika PSO-1,PSO-1-Zielfernrohr,Прицел ПСО-1,Luneta PSO-1,PSO-1 Scope,Mirino PSO-1,Mira PSO-1,Lunette PSO-1,PSO-1 瞄鏡,PSO-1 スコープ,PSO-1 Scope,PSO-1 瞄准镜,
STR_RPL_cfgvehicles_pso1optic1,"A side-mounted, 4x magnifying scope with battery-powered illuminated reticle for AK based rifles.","A side-mounted, 4x magnifying scope with battery-powered illuminated reticle for AK based rifles.",Optika s boční montáží na pušky AK se zvětšením 4x s osvětleným záměrným křížem napájeným baterií.,Seitlich angebrachtes Zielfernrohr mit 4-facher Vergrößerung und batteriebetriebenem Leuchtabsehen für AK-basierte Gewehre.,Крепящийся сбоку 4-кратный прицел с устройством освещения сетки на батарейке. Разработан для автоматов системы КА.,Montowana z boku luneta celownicza o powiększeniu 4x (z podświetlaną siatką). Pasuje do karabinów AK.,"A side-mounted, 4x magnifying scope with battery-powered illuminated reticle for AK based rifles.",Mirino montato lateralmente con ingrandimento 4x e reticolo illuminato alimentato a batteria per fucili di derivazione AK.,"Una mira de acople lateral, con lente de aumento 4x. En los fusiles de tipo AK, incluye una retícula iluminada (la cual requiere batería).",Une lunette de grossissement 4x avec réticule éclairé par pile. Pour les fusils de type AK.,4x 放大倍率的側邊瞄鏡，具電池式發光標線，適用於 AK 系列步槍。,AK ベースのライフルのための電池式で光る十字線を持つ、側面取り付け型で 4x 倍率のスコープ。,"A side-mounted, 4x magnifying scope with battery-powered illuminated reticle for AK based rifles.",AK 型步枪的侧装式 4 倍放大镜，带电池供电的照明分划板。,
STR_RPL_cfgvehicles_pso11optic0,PSO-1-1 Scope,PSO-1-1 Scope,Optika PSO-1-1,PSO-1-1-Zielfernrohr,Прицел PSO-1-1,Luneta PSO-1-1,PSO-1-1 Scope,Mirino PSO-1-1,Mira PSO-1-1,Lunette PSO-1-1,PSO-1-1 瞄鏡,PSO-1-1 スコープ,PSO-1-1 Scope,PSO-1-1 瞄准镜,
STR_RPL_cfgvehicles_pso11optic1,"Side-mounted, 4x magnifying scope with battery-powered illuminated reticle calibrated for VSS Vintorez marksmen rifle. Otherwise compatible with AK based rifles.","Side-mounted, 4x magnifying scope with battery-powered illuminated reticle calibrated for VSS Vintorez marksmen rifle. Otherwise compatible with AK based rifles.","Optika se 4násobným zvětšením s boční montáží s osvětleným záměrným křížem napájeným baterií, kalibrovaným na ostrostřeleckou pušku VSS Vintorez. Dále kompatibilní i s puškami AK.",Ein seitlich montiertes Zielfernrohr mit 4-facher Vergrößerung und batteriebetriebenem Leuchtabsehen für das VSS Vintorez-Scharfschützengewehr. Auch mit anderen AK-Gewehren kompatibel.,Крепящийся сбоку 4-кратный прицел с устройством освещения сетки на батарейке. Откалиброван для снайперской винтовки VSS Vintorez. Также может использоваться с автоматами систем AK.,Montowana z boku luneta celownicza o powiększeniu 4x (z podświetlaną siatką). Skalibrowana pod karabin precyzyjny VSS Vintorez. Pasuje też do karabinów AK.,"Side-mounted, 4x magnifying scope with battery-powered illuminated reticle calibrated for VSS Vintorez marksmen rifle. Otherwise compatible with AK based rifles.","Mirino montato lateralmente con ingrandimento 4x e reticolo illuminato alimentato a batteria, calibrato per fucile da tiratore scelto VSS Vintorez. È altrimenti compatibile con fucili di derivazione AK.","Una mira de montura lateral para el fusil de tirador VSS Vintorez, con lente de aumento x4 y una retícula calibrada que requiere batería. También es compatible con fusiles de base AK.",Lunette de grossissement 4x à fixation latérale et réticule éclairé par pile calibré pour le fusil de précision VSS Vintorez. Compatible avec les fusils de type AK.,4x 放大倍率的側邊瞄鏡，具電池式發光標線，依據 VSS Vintorez 特等射手步槍校準，也適用於 AK 系列步槍。,VSS Vintorez マークスマン・ライフルのために調整された電池式で光る十字線を持つ、側面取り付け型で 4x 倍率のスコープ。AK ベースのライフルとも互換性がある。,"Side-mounted, 4x magnifying scope with battery-powered illuminated reticle calibrated for VSS Vintorez marksmen rifle. Otherwise compatible with AK based rifles.",侧装式 4 倍放大瞄准镜，配备专为 VSS Vintorez 精确射击步枪校准的电池供电照明分划板。,
STR_RPL_cfgvehicles_kobraoptic0,Kobra Sights,Kobra Sights,Optika Kobra,Kobra-Zielvisier,Коллиматор Кобра,Kolimator Kobra,Kobra Sights,Mire Kobra,Mira Kobra,Viseur Kobra,Kobra 瞄具,コブラ照準器,Kobra Sights,Kobra 瞄具,
STR_RPL_cfgvehicles_kobraoptic1,"Side-mounted, non-magnifying optics with battery-powered illuminated reticle for AK based rifles.","Side-mounted, non-magnifying optics with battery-powered illuminated reticle for AK based rifles.",Optika s boční montáží na pušky AK bez zvětšení s osvětleným záměrným křížem napájeným baterií.,Seitlich angebrachtes Zielvisier ohne Vergrößerung und mit batteriebetriebenem Leuchtabsehen für AK-basierte Gewehre.,Крепящийся сбоку прицел без увеличения с устройством освещения сетки на батарейке. Разработан для автоматов системы КА.,Montowana z boku luneta celownicza z podświetlaną siatką bez powiększenia. Pasuje do karabinów AK.,"Side-mounted, non-magnifying optics with battery-powered illuminated reticle for AK based rifles.",Ottiche prive di zoom montate lateralmente e reticolo illuminato alimentato a batteria per fucili di derivazione AK.,"Una mira de acople lateral y sin lente de aumento. En los fusiles de tipo AK, incluye una retícula iluminada (la cual requiere batería).",Un viseur sans grossissement à fixation latérale avec réticule éclairé à pile. Pour les fusils d'assaut AK.,無放大功能的側邊光學瞄具，具電池式發光標線，適用於 AK 系列步槍。,AK ベースのライフルのための電池式で光る十字線を持つ、側面取り付け型で拡大機能のない照準器。,"Side-mounted, non-magnifying optics with battery-powered illuminated reticle for AK based rifles.",AK 型步枪的侧装式非放大光学瞄具，带电池供电的照明分划板。,
STR_RPL_cfgvehicles_1PN51Optic0,1PN51 Scope,1PN51 Scope,Optika 1PN51,1PN51-Zielfernrohr,Прицел 1PN51,Luneta 1PN51,1PN51 Scope,Mirino 1PN51,Mira 1PN51,Lunette 1PN51,1PN51 瞄鏡,1PN51 スコープ,1PN51 Scope,1PN51 瞄准镜,
